1	12431783	31.840863039455144
1	11953864	30.390116315804086
1	12167152	29.3784098218318
1	11929828	29.096865771583808
1	12148460	28.591154141171735
1	12098019	28.56684168495607
1	11914059	27.136781005849258
1	12185267	27.055604485111335
1	12368211	26.678624628738394
1	12517948	26.03484109881939
1	11980715	25.91535413471339
1	12054572	25.334219494623916
1	12171792	25.22638145734712
1	12018119	25.1129902442375
1	11884043	24.9361200479768
1	12054658	24.833470780322696
1	12574499	23.812731101436448
1	11824896	23.718353561062187
1	11824903	23.534902605089126
1	12077144	23.218935973701225
1	12028792	23.087489722531735
1	11795494	23.040978788145146
1	11788578	22.44435656460834
1	12231201	22.020908538787435
1	12126481	21.839539147035623
1	12063555	21.790994744383894
1	11895758	21.20960987801132
1	12441292	20.887088196942464
1	12460905	20.85642412874734
1	11937514	20.78414875680796
1	11792416	20.691087868238878
1	12645611	20.524525479007046
1	12445676	20.38399293501076
1	12161501	20.371287311212605
1	12151347	20.282534609068605
1	12529993	19.96539134746576
1	12009890	19.85487401251265
1	12094258	19.789444520811337
1	12388111	19.770137473347287
1	11993511	19.743281438339952
1	12244303	19.722770370541546
1	11982759	19.70042340927333
1	12054639	19.65835389885067
1	12503074	19.563271783489075
1	12558992	19.355228200237235
1	11783178	19.31373445641777
1	12488548	19.247204682529357
1	11896605	19.229963349010905
1	12457721	19.166767516174122
1	12232764	18.88837691976736
1	11907576	18.78688458330837
1	12138401	18.744050017063728
1	12525161	18.716212487755143
1	12135491	18.542512940506082
1	12042314	18.536713784422748
1	12358910	18.518659409956392
1	11756433	18.445546095758488
1	12503075	18.394705167528272
1	12429910	18.38454889142706
1	12171907	18.366661990095203
1	11835401	18.25492631138046
1	12467237	18.199701786886553
1	12211068	18.193462475450858
1	11756412	18.177650742777743
1	12396717	18.13992947936701
1	12497655	18.10038372979477
1	12107444	18.088758408355105
1	11996013	17.987109035776818
1	11889192	17.984225273976516
1	11879190	17.923548870656774
1	11732804	17.91364844679273
1	12574211	17.78413882190455
1	12080472	17.68731023247649
1	11934814	17.559306242302554
1	12019323	17.539695897771047
1	12441293	17.513623152890105
1	12141135	17.495530332293068
1	12490592	17.409375549222503
